"","logFC","logCPM","F","PValue","fdr","Experiment","Compartment","Variety","rel.TP1","rel.TP2","rel.TP3","rel.TP4","rel.Intact","rel.Defoliation","module_name"
"module143",0.252475451779887,14.3446203066734,2.14554790664602,0.154273066298423,0.382246461202245,"Exp2","Rhizosphere","MH63",907.666666666667,805.833333333333,1247.33333333333,1861.66666666667,1135.5,1275.75,"module14"
"module123",0.221049786261408,14.2653153010317,0.743221782560047,0.396053104613397,0.594079656920095,"Exp2","Rhizosphere","MH63",1003.83333333333,903.666666666667,1435.16666666667,935.333333333333,1060.08333333333,1078.91666666667,"module12"
"module115",-0.583583990388409,14.8308872120817,3.99520346519162,0.0555569756815055,0.222227902726022,"Exp2","Rhizosphere","MH63",1023.33333333333,2711.16666666667,498.666666666667,823.166666666667,1378.16666666667,1150,"module1"
"module03",0.579925497221647,12.0119890963978,9.49297465367418,0.00463361514275053,0.086655000531513,"Exp2","Rhizosphere","MH63",155.833333333333,139.666666666667,233.833333333333,423,221.75,254.416666666667,"module0"
"module214",0.19308958294915,10.6192751446866,0.779092345377741,0.385035574061491,0.594079656920095,"Exp2","Rhizosphere","MH63",92,61,94.6666666666667,95.5,88.25,83.3333333333333,"module2"
"module183",0.500287755541263,12.7063876920184,5.5057695781661,0.026364742256024,0.158188453536144,"Exp2","Rhizosphere","MH63",216.333333333333,121.166666666667,511.166666666667,843.666666666667,354.166666666667,492,"module18"
"module223",0.163202574536893,12.6823460653858,0.252944854924861,0.618995544499294,0.742794653399152,"Exp2","Rhizosphere","MH63",389.666666666667,238.833333333333,417.333333333333,452.666666666667,351,398.25,"module22"
"module43",-0.298399169434466,8.62782679334933,2.04379121679729,0.164041040337816,0.382246461202245,"Exp2","Rhizosphere","MH63",9.16666666666667,5.5,25.5,52.3333333333333,26.25,20,"module4"
"module53",0.313866736282469,8.63385690882837,1.20709211133148,0.281392495660189,0.513713949360429,"Exp2","Rhizosphere","MH63",31,13.1666666666667,15.1666666666667,20,19,20.6666666666667,"module5"
"module63",0.0319925404867464,9.54800019824265,0.0228338286836794,0.880988070292581,0.923243064007414,"Exp2","Rhizosphere","MH63",35,32.3333333333333,49,42,41.5833333333333,37.5833333333333,"module6"
"module73",0.236775073729129,9.14285718368172,0.427045795812408,0.518844937673525,0.667086348437389,"Exp2","Rhizosphere","MH63",31.6666666666667,20.5,33.8333333333333,34.5,28.5,31.75,"module7"
"module83",0.292557604421913,14.130705817602,2.88327122408502,0.100742781699727,0.30222834509918,"Exp2","Rhizosphere","MH63",971.166666666667,802.833333333333,1003.5,1087.66666666667,956.833333333333,975.75,"module8"
"module103",0.0588293211992662,7.95668358124052,0.0141646336122828,0.906124536780013,0.923243064007414,"Exp2","Rhizosphere","MH63",18.3333333333333,4.16666666666667,9.16666666666667,19.1666666666667,12.0833333333333,13.3333333333333,"module10"
"module153",0.155850015964582,8.93031106574191,0.533974711533249,0.471093330526748,0.652283073037036,"Exp2","Rhizosphere","MH63",30.5,18.8333333333333,24.1666666666667,28.1666666666667,26.1666666666667,24.6666666666667,"module15"
"module243",0.221118712142938,12.7016206091898,1.9862965461681,0.169887316089887,0.382246461202245,"Exp2","Rhizosphere","MH63",290.833333333333,225.333333333333,402.5,629.666666666667,398.666666666667,375.5,"module24"
"module303",0.108031105022079,10.5729572326299,0.267709468928605,0.608991073249172,0.742794653399152,"Exp2","Rhizosphere","MH63",69.6666666666667,40.6666666666667,105.666666666667,144.833333333333,88.5,91.9166666666667,"module30"
